time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-20T02:36:41.640Z,4.4612,127.7858,120.32,5.1,mb,,61,3.396,0.83,us,us2000hhe6,2018-11-27T15:52:00.040Z,"275 km SE of Pondaguitan, Philippines",earthquake,8.1,5,0.038,224,reviewed,us,us
2018-09-20T04:55:34.000Z,16.9691,145.592,219.45,5.2,mww,,24,1.728,0.97,us,us2000hheu,2018-11-27T15:52:00.040Z,"195 km N of Saipan, Northern Mariana Islands",earthquake,8.6,4.6,0.073,18,reviewed,us,us
2018-09-21T03:40:40.550Z,-17.9071,-179.9776,652.35,5.9,mww,,19,1.883,0.99,us,us2000hhzn,2022-05-03T19:43:28.882Z,"76 km ENE of Levuka, Fiji",earthquake,10,3.6,0.089,12,reviewed,us,us
2018-09-21T03:41:41.530Z,-17.8343,-179.88,638.64,5.7,mwb,,37,1.971,1.18,us,us2000hhzr,2018-11-27T15:52:01.040Z,"88 km ENE of Levuka, Fiji",earthquake,9.6,6.1,0.056,31,reviewed,us,us
2018-09-24T03:42:21.200Z,-6.3066,145.7786,117.48,5,mb,,26,3.368,1.15,us,us2000hj7b,2018-12-01T16:44:57.040Z,"9 km WSW of Kainantu, Papua New Guinea",earthquake,8.4,5,0.042,180,reviewed,us,us
2018-09-26T00:37:34.340Z,-17.9807,-178.0855,582.37,5.8,mww,,32,3.652,0.95,us,us2000hk13,2022-05-03T19:46:59.959Z,"275 km E of Levuka, Fiji",earthquake,9.5,3.4,0.052,35,reviewed,us,us
2018-09-27T15:53:32.820Z,-5.9277,154.7515,168.3,5.2,mww,,13,3.101,0.71,us,us1000h3a7,2018-12-01T16:42:40.040Z,"91 km WNW of Panguna, Papua New Guinea",earthquake,7.8,3.9,0.061,26,reviewed,us,us
2018-09-27T22:25:44.490Z,-18.1398,-178.1962,545.77,5.4,mwc,,29,3.592,0.94,us,us1000h3iv,2018-12-01T16:42:44.040Z,"263 km E of Levuka, Fiji",earthquake,9.2,5.9,,8,reviewed,us,gcmt
2018-09-30T10:52:23.010Z,-18.3604,-178.0633,550,6.7,mww,,23,3.745,1.07,us,us1000h4l1,2022-05-03T19:33:34.950Z,"279 km E of Levuka, Fiji",earthquake,7.6,1.9,0.04,60,reviewed,us,us
2018-10-01T21:43:03.070Z,16.7656,-94.0096,119.8,5.3,mww,,68,0.85,1.13,us,us1000h5c4,2021-06-02T20:21:49.867Z,"21 km WNW of Emiliano Zapata, Mexico",earthquake,5.4,3.6,0.044,50,reviewed,us,us
2018-10-04T04:16:21.520Z,-17.8372,-178.5215,590.03,5.5,mww,,36,3.265,0.85,us,us1000h6th,2022-05-03T19:41:29.578Z,"230 km E of Levuka, Fiji",earthquake,10,4.7,0.078,16,reviewed,us,us
2018-10-06T16:22:32.380Z,-5.5877,150.2517,115.73,5,mww,,42,2.356,0.98,us,us1000h856,2018-12-14T20:32:43.040Z,"13 km ESE of Kimbe, Papua New Guinea",earthquake,7.7,4.9,0.06,27,reviewed,us,us
2018-10-07T17:42:21.590Z,-28.1213,-179.2646,400,5.6,mww,,57,1.621,1.23,us,us1000h8g6,2022-05-03T20:02:55.664Z,"Kermadec Islands region",earthquake,10.8,1.9,0.068,21,reviewed,us,us
2018-10-09T23:12:31.190Z,-18.4807,-175.3986,231.95,5.1,mb,,28,4.903,0.9,us,us1000h9qy,2018-12-21T21:15:48.040Z,"150 km W of Neiafu, Tonga",earthquake,8.7,2.5,0.027,430,reviewed,us,us
2018-10-10T05:53:57.380Z,-6.2249,146.8075,109.06,5,mww,,37,3.178,0.96,us,us1000h9tn,2018-12-21T21:15:48.040Z,"58 km NNW of Lae, Papua New Guinea",earthquake,7.7,6.5,0.08,15,reviewed,us,us
2018-10-10T22:00:34.500Z,-4.9624,151.7231,121,6.2,mww,,12,0.883,0.96,us,us1000habl,2022-05-03T19:50:24.356Z,"91 km SW of Kokopo, Papua New Guinea",earthquake,5,1.8,0.046,46,reviewed,us,us
2018-10-10T23:16:52.010Z,-24.7558,-176.9123,104.16,5.2,mb,,48,4.562,0.93,us,us1000had3,2018-12-21T21:15:49.040Z,"south of the Fiji Islands",earthquake,9.8,5.3,0.085,46,reviewed,us,us
2018-10-12T21:38:24.710Z,47.1406,146.6593,355.35,5.1,mb,,46,2.672,0.68,us,us1000hbde,2018-12-21T21:15:51.040Z,"232 km NNW of Kuril’sk, Russia",earthquake,8.3,5.5,0.019,854,reviewed,us,us
2018-10-13T00:13:45.900Z,-13.6819,167.2468,197.43,5.7,mww,,19,7.393,0.83,us,us1000hbff,2022-05-03T19:50:27.127Z,"39 km WNW of Sola, Vanuatu",earthquake,8.6,3.8,0.044,50,reviewed,us,us
2018-10-13T11:10:22.400Z,52.8549,153.2429,461,6.7,mww,,17,2.705,0.74,us,us1000hbkz,2022-05-03T19:35:22.584Z,"269 km WNW of Ozernovskiy, Russia",earthquake,6.5,1.9,0.033,89,reviewed,us,us
2018-10-15T01:32:12.390Z,54.1357,159.4855,121,5.3,mww,,52,1.22,0.88,us,us1000hc6k,2018-12-21T22:27:00.040Z,"83 km SE of Mil’kovo, Russia",earthquake,7.9,1.9,0.061,26,reviewed,us,us
2018-10-17T18:34:50.850Z,12.3681,124.6636,101.9,5.1,mb,,94,5.341,0.78,us,us1000hdhw,2018-12-21T22:27:03.040Z,"0 km E of Cervantes, Philippines",earthquake,8,4.5,0.039,214,reviewed,us,us
2018-10-19T13:25:46.720Z,38.4095,73.8932,122.97,5.1,mww,,29,1.95,0.74,us,us1000hedy,2022-08-08T09:19:06.363Z,"27 km NNW of Murghob, Tajikistan",earthquake,6.1,4.6,0.071,19,reviewed,us,us
2018-10-19T15:20:27.690Z,-24.7582,-179.9897,479.47,5.3,mww,,76,4.832,1.14,us,us1000hehh,2018-12-21T22:27:06.040Z,"south of the Fiji Islands",earthquake,10.9,5.9,0.086,13,reviewed,us,us
2018-10-20T09:47:52.920Z,-6.5155,128.2714,358.83,5.6,mww,,18,3.338,0.6,us,us1000hexe,2022-05-03T19:50:28.461Z,"262 km NNE of Lospalos, Timor Leste",earthquake,7.6,3.8,0.047,44,reviewed,us,us
2018-10-25T18:32:41.000Z,-16.553,-174.3112,200.4,5.4,mww,,24,4.299,1.04,us,us1000hh6q,2019-01-10T17:18:37.040Z,"86 km SW of Hihifo, Tonga",earthquake,9.5,4.5,0.071,19,reviewed,us,us
2018-10-28T00:38:11.610Z,45.6575,26.3972,151,5.5,mww,,10,0.231,0.88,us,us1000hi43,2024-04-05T12:21:40.623Z,"15 km SE of Comand?u, Romania",earthquake,5.1,1.8,0.046,45,reviewed,us,us
2018-10-29T07:41:54.510Z,-16.1027,167.9693,169.06,5,mb,,29,5.639,0.8,us,us1000hifh,2019-01-21T14:29:37.040Z,"59 km E of Lakatoro, Vanuatu",earthquake,7.4,4.4,0.053,115,reviewed,us,us
2018-10-30T02:13:39.480Z,-39.057,174.9584,225.48,6.1,mww,,21,0.549,0.87,us,us1000hiup,2022-05-03T19:57:31.338Z,"62 km E of Waitara, New Zealand",earthquake,6.4,3.1,0.043,53,reviewed,us,us
2018-10-30T12:52:39.640Z,-4.2475,152.0984,179.22,5,mb,,28,0.085,0.82,us,us1000hizn,2019-01-21T14:29:39.040Z,"8 km SW of Rabaul, Papua New Guinea",earthquake,9,5.5,0.083,47,reviewed,us,us
2018-11-01T22:19:51.690Z,-19.5827,-69.2656,102,6.2,mww,,17,0.108,1.15,us,us2000i5mj,2022-05-03T19:37:18.108Z,"115 km NE of Iquique, Chile",earthquake,5.4,1.8,0.048,41,reviewed,us,us
2018-11-02T11:01:15.880Z,47.8334,146.6972,433,6,mww,,24,2.813,0.82,us,us2000i5tk,2022-05-03T19:37:39.141Z,"298 km E of Dolinsk, Russia",earthquake,8.7,1.9,0.056,31,reviewed,us,us
2018-11-04T07:55:29.280Z,7.7599,123.867,600.71,6,mww,,22,1.831,0.6,us,us2000i6mv,2022-08-08T09:49:28.479Z,"10 km SSE of Sapad, Philippines",earthquake,8.9,3.3,0.036,74,reviewed,us,us
2018-11-08T01:18:39.110Z,-20.951,-178.4323,556.49,5,mb,,41,4.602,0.89,us,us1000hp3t,2019-01-21T16:42:58.040Z,"Fiji region",earthquake,10.2,5.8,0.036,242,reviewed,us,us
2018-11-11T07:13:38.900Z,1.5053,127.1727,124.39,5.1,mww,,60,0.753,0.84,us,us1000hqj1,2019-01-21T16:42:57.040Z,"82 km NNW of Ternate, Indonesia",earthquake,6.9,4.9,0.089,12,reviewed,us,us
2018-11-12T17:53:44.890Z,-18.6516,-175.3991,198.67,5,mb,,78,5.047,0.9,us,us1000hqvr,2019-01-30T18:36:22.040Z,"149 km W of Neiafu, Tonga",earthquake,12,8.3,0.097,34,reviewed,us,us
2018-11-18T20:25:46.590Z,-17.8735,-178.9273,540,6.8,mww,,39,2.879,1.3,us,us1000htm5,2022-05-03T19:50:32.483Z,"187 km E of Levuka, Fiji",earthquake,8.1,1.9,0.038,65,reviewed,us,us
2018-11-20T19:09:48.840Z,30.42,130.0667,123,5.5,mww,,30,2.783,0.87,us,us1000hujf,2022-05-03T19:39:17.629Z,"34 km W of Nagata, Japan",earthquake,6,1.8,0.042,54,reviewed,us,us
2018-11-21T18:21:44.289Z,59.955,-153.2658,143.3,5.6,mw,,,,0.89,ak,ak018exsi6u4,2023-08-17T16:04:20.981Z,"50 km ENE of Pedro Bay, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-22T20:12:46.740Z,-12.6686,167.06,193.92,5,mww,,40,7.683,0.82,us,us1000hvjf,2019-02-02T20:02:28.040Z,"143 km NNW of Sola, Vanuatu",earthquake,7.7,4.9,0.073,18,reviewed,us,us
2018-11-22T22:13:52.910Z,-21.0652,-178.5359,532.19,5,mb,,63,4.612,0.93,us,us1000hvka,2019-02-02T20:02:28.040Z,"Fiji region",earthquake,10.2,5.3,0.028,400,reviewed,us,us
2018-11-25T09:42:05.400Z,-5.4604,146.7702,231.01,5.3,mww,,60,3.446,0.68,us,us1000hwc9,2019-02-02T20:02:30.040Z,"112 km ESE of Madang, Papua New Guinea",earthquake,8.3,5.2,0.066,22,reviewed,us,us
2018-11-27T02:45:33.320Z,-17.8924,-178.571,574.21,5.7,mww,,35,3.219,0.96,us,us1000hwwp,2022-05-03T19:40:09.817Z,"224 km E of Levuka, Fiji",earthquake,9.6,4,0.073,18,reviewed,us,us
2018-12-01T05:49:16.270Z,-20.9517,-178.6167,562.42,5,mb,,39,4.479,0.82,us,us1000hz9x,2019-02-09T19:02:15.040Z,"Fiji region",earthquake,10.5,7.6,0.055,104,reviewed,us,us
2018-12-01T13:27:21.080Z,-7.3841,128.7065,136,6.4,mww,,20,2.637,0.93,us,us1000hzjp,2022-05-03T19:58:20.497Z,"226 km NE of Lospalos, Timor Leste",earthquake,7.2,1.9,0.043,52,reviewed,us,us
2018-12-03T14:00:07.530Z,-7.3617,128.7477,131,5.5,mww,,29,2.602,0.9,us,us1000i16h,2022-08-08T10:32:48.926Z,"231 km ENE of Lospalos, Timor Leste",earthquake,6.9,1.9,0.041,57,reviewed,us,us
2018-12-05T16:05:12.330Z,-12.7975,168.5378,618.29,5.1,mb,,27,9.066,0.95,us,us1000i2vp,2022-05-03T19:40:56.670Z,"160 km NE of Sola, Vanuatu",earthquake,9.9,6.1,0.029,380,reviewed,us,us
2018-12-06T09:43:55.680Z,12.5956,-86.9794,159.77,5.1,mb,,131,0.121,0.95,us,us1000i3dq,2019-02-16T19:52:26.040Z,"5 km ENE of Chichigalpa, Nicaragua",earthquake,8.1,6.4,0.027,440,reviewed,us,us
2018-12-06T14:13:43.420Z,6.6594,125.67,185.75,5.3,mww,,33,0.417,0.95,us,us1000i3i6,2022-08-08T10:38:18.459Z,"21 km NNE of Tubalan, Philippines",earthquake,7.1,3.8,0.049,40,reviewed,us,us
2018-12-06T18:44:22.730Z,-19.0297,169.4397,237.61,5.1,mb,,31,4.127,0.66,us,us1000i3nf,2019-02-16T19:52:27.040Z,"59 km NNE of Isangel, Vanuatu",earthquake,10,5.2,0.031,330,reviewed,us,us
2018-12-09T21:52:24.450Z,-20.7834,169.9695,131.82,5,mb,,76,3.526,0.47,us,us1000i5fj,2019-02-16T19:52:35.040Z,"155 km SSE of Isangel, Vanuatu",earthquake,10.2,5.7,0.053,116,reviewed,us,us
2018-12-11T00:26:43.760Z,43.7946,146.2874,112.44,5,mb,,83,2.687,0.68,us,us2000isb3,2019-02-16T22:29:03.040Z,"34 km W of Shikotan, Russia",earthquake,7.1,6.3,0.023,581,reviewed,us,us
2018-12-11T02:26:29.420Z,-58.5446,-26.3856,133,7.1,mww,,20,7.043,0.92,us,us2000isc8,2022-05-03T19:41:07.127Z,"South Sandwich Islands region",earthquake,9.8,1.9,0.029,113,reviewed,us,us
2018-12-12T14:37:12.650Z,18.1439,146.014,111.92,5,mb,,80,4.66,0.79,us,us2000iswk,2020-11-26T22:34:57.886Z,"Pagan region, Northern Mariana Islands",earthquake,10,7.6,0.072,61,reviewed,us,us
2018-12-14T16:02:10.460Z,26.3113,140.7383,465.8,5.1,mww,,34,1.511,1.02,us,us2000itlf,2019-02-16T22:29:08.040Z,"Bonin Islands, Japan region",earthquake,9.7,5.3,0.103,9,reviewed,us,us
2018-12-14T19:27:26.640Z,-0.0399,122.9645,147.89,5.2,mww,,29,1.013,0.93,us,us2000itp1,2019-02-16T22:29:08.040Z,"64 km S of Gorontalo, Indonesia",earthquake,5.9,3.3,0.047,43,reviewed,us,us
2018-12-18T20:38:35.170Z,-25.5826,-177.4227,150.5,5.1,mww,,50,3.675,1,us,us2000iuw4,2019-02-23T20:21:23.040Z,"south of the Fiji Islands",earthquake,9.1,4.2,0.069,20,reviewed,us,us
2018-12-21T23:12:04.590Z,-3.4779,152.0412,348.44,5,mww,,29,0.719,0.56,us,us2000iw51,2019-02-23T20:22:18.040Z,"81 km N of Rabaul, Papua New Guinea",earthquake,6.4,4.1,0.089,12,reviewed,us,us
2018-12-23T23:08:43.440Z,-20.2855,-175.071,113,6.4,mww,,20,4.993,0.89,us,us2000iwvb,2022-08-08T10:57:26.674Z,"91 km SW of Pangai, Tonga",earthquake,7.8,1.8,0.053,34,reviewed,us,us
2018-12-24T02:19:29.970Z,-21.4053,-68.2275,114.54,5,mwr,,39,1.021,0.85,us,us2000iwy7,2022-08-08T10:58:15.939Z,"136 km NNE of Calama, Chile",earthquake,6.1,3.9,0.06,27,reviewed,us,us
2018-12-24T13:12:12.380Z,-34.6194,179.0808,155.66,5,mb,,161,3.003,0.99,us,us2000ix4a,2019-03-05T17:46:32.040Z,"south of the Kermadec Islands",earthquake,10.5,5.2,0.109,27,reviewed,us,us
2018-12-26T14:11:21.840Z,-17.277,-174.0131,120,5.7,mww,,36,3.981,0.84,us,us2000ixpr,2022-08-08T11:02:39.093Z,"148 km S of Hihifo, Tonga",earthquake,8.2,1.9,0.059,28,reviewed,us,us
2018-12-30T08:39:12.450Z,-2.677,102.349,166,5.7,mww,,18,1.778,0.9,us,us2000iz50,2022-05-03T19:43:11.333Z,"88 km NW of Lubuklinggau, Indonesia",earthquake,6.8,1.9,0.044,50,reviewed,us,us
2018-12-31T20:22:21.570Z,-17.4496,-174.856,219.42,5,mb,,71,4.43,0.87,us,us2000izi1,2019-03-05T17:46:42.040Z,"161 km NW of Neiafu, Tonga",earthquake,5.5,4.9,0.037,230,reviewed,us,us
2019-01-03T20:46:19.530Z,48.8819,153.7228,122.73,5.2,mb,,48,4.92,0.85,us,us2000j03t,2019-03-08T17:50:15.040Z,"264 km SW of Severo-Kuril’sk, Russia",earthquake,10,5.6,0.031,338,reviewed,us,us
2019-01-04T06:22:45.630Z,-6.5176,130.4073,127.9,5.6,mww,,29,1.703,0.77,us,us2000j076,2019-03-08T17:50:15.040Z,"277 km WSW of Tual, Indonesia",earthquake,5.9,4.4,0.051,37,reviewed,us,us
2019-01-05T01:04:18.750Z,4.4493,126.1068,106.98,5,mww,,50,2.655,0.97,us,us2000j0f3,2019-03-08T17:50:15.040Z,"127 km SE of Sarangani, Philippines",earthquake,7.7,5.1,0.08,15,reviewed,us,us
2019-01-05T19:25:38.520Z,-8.144,-71.587,570.41,6.8,mww,,16,1.181,1.15,us,us2000j0ja,2019-03-08T17:50:16.040Z,"90 km W of Tarauacá, Brazil",earthquake,7.1,2.7,0.049,40,reviewed,us,us
2019-01-06T07:30:04.660Z,-3.3944,153.6892,387.14,5.2,mww,,38,1.715,0.69,us,us2000j0qw,2019-03-08T17:50:17.040Z,"189 km ENE of Kokopo, Papua New Guinea",earthquake,9.3,4.8,0.086,13,reviewed,us,us
2019-01-12T21:48:43.360Z,-7.2344,129.2095,117.01,5,mb,,29,2.2,0.81,us,us2000j3e5,2019-04-02T20:52:30.040Z,"282 km ENE of Lospalos, Timor Leste",earthquake,6.4,5.1,0.064,79,reviewed,us,us
2019-01-17T02:54:48.410Z,-14.3605,167.3224,182.41,5.1,mb,,53,7.714,0.93,us,us2000j4uz,2019-04-05T21:40:59.040Z,"59 km SSW of Sola, Vanuatu",earthquake,9.6,5.3,0.078,53,reviewed,us,us
2019-01-18T21:27:01.530Z,-3.2663,-76.818,103,5.7,mww,,25,2.562,0.72,us,us2000j63c,2022-08-08T11:38:57.965Z,"48 km WNW of Alianza Cristiana, Peru",earthquake,7,1.8,0.037,72,reviewed,us,us
2019-01-22T04:43:19.680Z,58.3317,-155.3231,121.5,5.2,mww,,,,0.9,ak,ak01910ggmj6,2021-05-21T15:47:20.673Z,"87 km ESE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-01-24T03:04:57.770Z,6.7506,-73.0062,159.2,5.2,mb,,62,2.301,0.69,us,us2000j832,2019-04-12T17:14:29.040Z,"3 km W of Cepitá, Colombia",earthquake,7.5,6.5,0.028,433,reviewed,us,us
2019-01-26T03:51:37.870Z,-7.0089,156.3207,355,6.2,mww,,13,4.326,1.21,us,us2000j92w,2021-09-02T14:51:23.659Z,"116 km SE of Kieta, Papua New Guinea",earthquake,8.3,1.9,0.048,41,reviewed,us,us
2019-01-26T19:56:44.070Z,-21.0475,-178.9592,588,6.2,mww,,17,4.329,0.86,us,us2000j98z,2019-04-12T17:15:29.040Z,"Fiji region",earthquake,9.1,1.9,0.051,37,reviewed,us,us
2019-01-26T20:04:38.490Z,-21.1495,-178.9444,582.68,5.3,mb,,19,4.415,0.74,us,us2000j99f,2019-04-12T17:15:29.040Z,"Fiji region",earthquake,9.7,5.6,0.044,174,reviewed,us,us
2019-01-27T10:16:28.720Z,-20.102,-177.8151,562.39,5.8,mww,,42,4.56,0.79,us,us2000j9fn,2019-04-12T17:15:45.040Z,"295 km WNW of Haveluloto, Tonga",earthquake,10.1,3.7,0.063,24,reviewed,us,us
2019-01-28T16:00:16.790Z,-17.9627,-179.2838,618.77,5.5,mww,,70,2.545,1.15,us,us2000j9pz,2019-04-12T17:16:08.040Z,"148 km E of Levuka, Fiji",earthquake,10.5,4,0.071,19,reviewed,us,us
2019-01-29T23:35:00.470Z,-15.523,-72.3651,111.9,5.5,mww,,67,3.43,0.9,us,us1000iru6,2022-08-08T11:54:41.466Z,"20 km NNW of Ayo, Peru",earthquake,9.1,4.2,0.05,39,reviewed,us,us
2019-01-30T01:46:11.550Z,17.456,-93.9655,171.68,5.4,mww,,36,0.949,1.23,us,us1000irvq,2021-05-16T02:08:49.885Z,"37 km NE of La Horqueta (Poblado Doce), Mexico",earthquake,4.8,4.1,0.066,22,reviewed,us,us
2019-01-31T04:40:30.060Z,13.4929,-88.3489,191.85,5,mww,,124,1.186,0.86,us,us2000jb2y,2019-04-18T19:09:25.040Z,"0 km S of Chinameca, El Salvador",earthquake,7.7,5.1,0.056,31,reviewed,us,us
2019-01-31T05:50:20.500Z,-19.5226,169.5101,186.82,5.4,mww,,23,3.829,0.7,us,us2000jb3v,2019-04-18T19:09:26.040Z,"24 km E of Isangel, Vanuatu",earthquake,7.4,4.3,0.048,42,reviewed,us,us
2019-01-31T14:33:57.110Z,-24.3375,-179.8253,499.95,5.5,mww,,52,5.173,1.11,us,us2000jb9t,2019-04-18T19:09:26.040Z,"south of the Fiji Islands",earthquake,10.1,5,0.071,19,reviewed,us,us
2019-02-02T07:02:02.240Z,-15.6539,-174.9263,272.58,5.4,mww,,54,3.365,0.81,us,us2000jca7,2019-04-18T19:09:31.040Z,"125 km WNW of Hihifo, Tonga",earthquake,9,5.3,0.075,17,reviewed,us,us
2019-02-02T12:04:34.470Z,36.4642,70.7006,211.72,5.6,mww,,20,1.312,0.74,us,us2000jcds,2019-04-18T19:09:32.040Z,"46 km SSW of Jurm, Afghanistan",earthquake,6.4,4,0.052,35,reviewed,us,us
2019-02-06T10:25:20.540Z,15.858,120.6186,130.2,5.5,mww,,72,1.772,0.9,us,us2000je43,2019-04-25T15:31:45.040Z,"1 km NNE of Guiling, Philippines",earthquake,6.7,3.5,0.037,71,reviewed,us,us
2019-02-09T19:23:08.820Z,-21.6457,-68.3666,115.28,5,mww,,47,0.827,1.16,us,us2000jfq7,2022-08-08T12:09:37.408Z,"106 km NNE of Calama, Chile",earthquake,6.3,3.9,0.075,17,reviewed,us,us
2019-02-12T12:34:16.500Z,19.02,145.7965,144.32,6,mww,,21,3.758,0.84,us,us2000jgma,2022-08-08T12:14:36.484Z,"Maug Islands region, Northern Mariana Islands",earthquake,4.8,4.2,0.046,46,reviewed,us,us
2019-02-15T13:40:52.560Z,-15.7128,-174.825,295.57,5.3,mww,,67,3.45,0.76,us,us2000jif6,2019-05-01T22:00:48.040Z,"113 km WNW of Hihifo, Tonga",earthquake,9.2,5.4,0.083,14,reviewed,us,us
2019-02-17T14:35:55.840Z,-3.3412,152.1319,368.12,6.4,mww,,23,0.845,1.39,us,us2000jj68,2022-04-08T06:04:02.379Z,"95 km N of Rabaul, Papua New Guinea",earthquake,8.8,3.3,0.04,60,reviewed,us,us
2019-02-17T20:36:56.890Z,20.6674,122.1168,169.04,5,mb,,105,2.346,1.11,us,us2000jjb5,2019-05-01T22:00:59.040Z,"28 km NNE of Basco, Philippines",earthquake,8,6,0.036,251,reviewed,us,us
2019-02-21T06:34:39.700Z,-20.8509,-178.8392,614.79,5.5,mww,,28,4.261,0.85,us,us2000jkzu,2019-05-11T17:40:43.040Z,"Fiji region",earthquake,9.9,4.2,0.071,19,reviewed,us,us
2019-02-22T10:17:23.770Z,-2.1862,-77.0505,145,7.5,mww,,15,2.045,1.12,us,us2000jlfv,2020-07-07T22:52:36.277Z,"115 km ESE of Palora, Ecuador",earthquake,6.2,1.8,0.026,144,reviewed,us,us
2019-02-25T17:13:53.860Z,45.0483,147.7935,104.71,5,mww,,85,3.829,1.01,us,us2000jmwx,2019-05-11T17:40:52.040Z,"20 km SSW of Kuril’sk, Russia",earthquake,9.6,4.8,0.071,19,reviewed,us,us
2019-02-26T12:15:09.847Z,-4.0019,129.5449,107.82,5.1,mww,,16,2.905,1.13,us,us2000jnw3,2019-05-14T18:36:30.040Z,"100 km SE of Amahai, Indonesia",earthquake,6.2,3.4,0.063,24,reviewed,us,us
2019-02-28T00:00:52.290Z,7.3155,94.3711,108.23,5,mb,,83,3.294,0.71,us,us1000j8e4,2019-05-14T18:36:11.040Z,"189 km NNW of Sabang, Indonesia",earthquake,9.2,7.2,0.07,64,reviewed,us,us
2019-03-01T00:13:29.230Z,-28.2499,-63.2866,577.65,5.5,mww,,24,5.375,0.94,us,us1000j91e,2019-05-14T18:36:14.040Z,"37 km SSE of Suncho Corral, Argentina",earthquake,8.5,4.1,0.047,43,reviewed,us,us
2019-03-01T01:00:41.387Z,5,125.3574,179.38,5.2,mww,,111,2.068,1.45,us,us1000j92p,2019-05-14T18:36:14.040Z,"Pulau-Pulau Sangihe, Indonesia",earthquake,8.2,5.5,0.058,29,reviewed,us,us
2019-03-01T08:50:42.591Z,-14.7131,-70.1546,267,7,mww,,42,2.501,1.13,us,us1000j96d,2022-04-13T12:11:57.121Z,"22 km NNE of Azángaro, Peru",earthquake,7.6,1.9,0.033,87,reviewed,us,us
2019-03-06T18:47:25.109Z,-4.1275,142.9308,129.58,5.6,mww,,22,2.74,0.97,us,us1000jbaz,2019-05-24T21:21:09.040Z,"15 km NE of Ambunti, Papua New Guinea",earthquake,8.2,4.3,0.051,37,reviewed,us,us
2019-03-10T08:12:26.426Z,-17.8915,-178.6034,578.19,6.2,mww,,19,3.188,1.03,us,us1000jd55,2019-05-24T21:21:26.040Z,"221 km E of Levuka, Fiji",earthquake,9.4,3.2,0.06,27,reviewed,us,us
2019-03-15T05:03:50.060Z,-17.8744,-65.9072,359,6.3,mww,,23,2.648,0.95,us,us1000jg5z,2019-06-01T21:24:15.040Z,"31 km SSE of Tarata, Bolivia",earthquake,6.8,1.9,0.03,108,reviewed,us,us
2019-03-15T19:35:19.096Z,-7.4569,128.1387,131.83,5.1,mb,,36,4.457,0.88,us,us1000jgqr,2019-06-01T21:24:16.040Z,"172 km NE of Lospalos, Timor Leste",earthquake,8,5.2,0.054,111,reviewed,us,us
2019-03-16T09:58:19.127Z,13.5638,120.87,118.55,5.4,mww,,45,0.539,0.72,us,us1000jh0j,2022-08-08T13:01:17.210Z,"9 km NW of Balatero, Philippines",earthquake,8,4,0.038,66,reviewed,us,us
2019-03-17T00:53:37.680Z,-20.3718,-68.429,120.75,5.1,mb,,27,0.717,1.19,us,us1000jh9m,2019-06-01T21:24:20.040Z,"156 km W of Colchani, Bolivia",earthquake,5.8,5.6,0.067,72,reviewed,us,us
2019-03-19T22:15:15.118Z,-20.3734,-176.0327,205.06,5,mb,,36,6.174,0.89,us,us1000jiwb,2022-08-08T13:02:42.204Z,"121 km NW of Nuku‘alofa, Tonga",earthquake,9.9,5.1,0.055,105,reviewed,us,us
2019-03-20T15:23:58.680Z,-15.5965,167.6551,119,6.3,mww,,21,6.542,0.87,us,us1000jj9r,2022-08-08T13:03:23.036Z,"53 km E of Luganville, Vanuatu",earthquake,5.9,1.8,0.036,76,reviewed,us,us
2019-03-23T10:54:16.888Z,19.1711,145.7672,104.09,5,mb,,65,3.908,0.64,us,us1000jkn4,2021-03-07T22:34:45.591Z,"Maug Islands region, Northern Mariana Islands",earthquake,9.9,6.2,0.029,376,reviewed,us,us
2019-03-23T19:21:17.998Z,4.5595,-76.223,122,6.1,mww,,20,1.916,1.09,us,us1000jkrq,2020-07-10T16:04:59.985Z,"3 km WSW of Versalles, Colombia",earthquake,5.4,1.8,0.057,30,reviewed,us,us
2019-03-26T17:37:31.619Z,-6.0407,130.9129,112.65,5,mww,,45,1.967,0.78,us,us1000jlum,2019-06-08T20:51:13.040Z,"208 km WSW of Tual, Indonesia",earthquake,6.2,5.4,0.061,26,reviewed,us,us
2019-04-05T09:56:52.723Z,30.4095,138.6839,383,5.9,mww,,11,2.859,1.01,us,us2000kans,2019-06-18T15:50:25.040Z,"Izu Islands, Japan region",earthquake,7.4,1.8,0.041,58,reviewed,us,us
2019-04-06T21:55:01.660Z,-6.8285,125.0416,539,6.3,mww,,20,3.007,0.93,us,us2000kbi1,2019-06-19T23:26:40.987Z,"197 km N of Likisá, Timor Leste",earthquake,8.8,1.9,0.034,84,reviewed,us,us
2019-04-08T16:16:34.396Z,1.2737,127.0107,133.05,5.1,mww,,72,0.612,0.86,us,us2000kccp,2019-06-18T15:50:54.040Z,"67 km NW of Ternate, Indonesia",earthquake,7.7,5,0.055,32,reviewed,us,us
2019-04-16T17:01:00.019Z,-28.2253,-63.1341,589.62,5,mww,,20,5.498,0.96,us,us7000377f,2019-06-26T20:54:44.040Z,"39 km NW of Añatuya, Argentina",earthquake,8.7,4.9,0.103,9,reviewed,us,us
